filename,filepath,label,category,subdirectory
AU_TS_H_066.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_066.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TS_O_184.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_184.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_O_102.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_102.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TT_O_031.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_031.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_T_028.bmp,./data\ImSpliceDataset\Au-T\AU_T_028.bmp,0,authentic_Au-T,Au-T
SP_TS_O_160.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_160.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TS_H_015.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_015.bmp,1,forged_Sp-TS-H,Sp-TS-H
SP_T_077.bmp,./data\ImSpliceDataset\Sp-T\SP_T_077.bmp,1,forged_Sp-T,Sp-T
SP_SS_V_019.bmp,./data\ImSpliceDataset\Sp-SS-V\SP_SS_V_019.bmp,1,forged_Sp-SS-V,Sp-SS-V
AU_S_001.bmp,./data\ImSpliceDataset\Au-S\AU_S_001.bmp,0,authentic_Au-S,Au-S
AU_TS_O_076.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_076.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_T_078.bmp,./data\ImSpliceDataset\Sp-T\SP_T_078.bmp,1,forged_Sp-T,Sp-T
SP_SS_H_031.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_031.bmp,1,forged_Sp-SS-H,Sp-SS-H
SP_SS_H_007.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_007.bmp,1,forged_Sp-SS-H,Sp-SS-H
AU_T_002.bmp,./data\ImSpliceDataset\Au-T\AU_T_002.bmp,0,authentic_Au-T,Au-T
AU_TS_O_138.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_138.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_T_115.bmp,./data\ImSpliceDataset\Sp-T\SP_T_115.bmp,1,forged_Sp-T,Sp-T
AU_TS_O_115.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_115.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_O_143.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_143.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_SS_H_040.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_040.bmp,1,forged_Sp-SS-H,Sp-SS-H
SP_TT_O_101.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_101.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_SS_V_013.bmp,./data\ImSpliceDataset\Au-SS-V\AU_SS_V_013.bmp,0,authentic_Au-SS-V,Au-SS-V
AU_TT_H_032.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_032.bmp,0,authentic_Au-TT-H,Au-TT-H
SP_TS_V_007.bmp,./data\ImSpliceDataset\Sp-TS-V\SP_TS_V_007.bmp,1,forged_Sp-TS-V,Sp-TS-V
AU_SS_O_028.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_028.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_TT_O_053.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_053.bmp,0,authentic_Au-TT-O,Au-TT-O
SP_TT_O_017.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_017.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_SS_O_071.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_071.bmp,1,forged_Sp-SS-O,Sp-SS-O
SP_TS_O_135.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_135.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TT_O_035.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_035.bmp,0,authentic_Au-TT-O,Au-TT-O
AU_TS_O_116.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_116.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_V_005.bmp,./data\ImSpliceDataset\Sp-TS-V\SP_TS_V_005.bmp,1,forged_Sp-TS-V,Sp-TS-V
SP_SS_H_012.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_012.bmp,1,forged_Sp-SS-H,Sp-SS-H
SP_T_064.bmp,./data\ImSpliceDataset\Sp-T\SP_T_064.bmp,1,forged_Sp-T,Sp-T
AU_TS_O_177.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_177.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_SS_V_015.bmp,./data\ImSpliceDataset\Au-SS-V\AU_SS_V_015.bmp,0,authentic_Au-SS-V,Au-SS-V
AU_TT_H_049.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_049.bmp,0,authentic_Au-TT-H,Au-TT-H
SP_T_081.bmp,./data\ImSpliceDataset\Sp-T\SP_T_081.bmp,1,forged_Sp-T,Sp-T
SP_TT_H_053.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_053.bmp,1,forged_Sp-TT-H,Sp-TT-H
AU_TT_H_030.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_030.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_T_026.bmp,./data\ImSpliceDataset\Au-T\AU_T_026.bmp,0,authentic_Au-T,Au-T
AU_SS_O_014.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_014.bmp,0,authentic_Au-SS-O,Au-SS-O
SP_SS_H_028.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_028.bmp,1,forged_Sp-SS-H,Sp-SS-H
SP_T_021.bmp,./data\ImSpliceDataset\Sp-T\SP_T_021.bmp,1,forged_Sp-T,Sp-T
SP_TT_H_038.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_038.bmp,1,forged_Sp-TT-H,Sp-TT-H
SP_TS_O_055.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_055.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TS_O_162.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_162.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TS_V_057.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_057.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_TS_V_054.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_054.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_TS_O_041.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_041.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_TT_H_012.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_012.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_T_004.bmp,./data\ImSpliceDataset\Au-T\AU_T_004.bmp,0,authentic_Au-T,Au-T
AU_TS_O_040.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_040.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_T_013.bmp,./data\ImSpliceDataset\Sp-T\SP_T_013.bmp,1,forged_Sp-T,Sp-T
SP_TS_O_103.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_103.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TT_O_009.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_009.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_H_034.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_034.bmp,1,forged_Sp-TT-H,Sp-TT-H
SP_TT_H_002.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_002.bmp,1,forged_Sp-TT-H,Sp-TT-H
SP_S_051.bmp,./data\ImSpliceDataset\Sp-S\SP_S_051.bmp,1,forged_Sp-S,Sp-S
AU_TS_V_036.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_036.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_TS_H_093.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_093.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TS_V_053.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_053.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_TS_O_032.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_032.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TT_O_163.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_163.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_SS_O_074.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_074.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_TS_H_025.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_025.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_SS_O_070.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_070.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_S_H_014.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_014.bmp,0,authentic_Au-SS-H,Au-SS-H
SP_TS_O_105.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_105.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TS_V_035.bmp,./data\ImSpliceDataset\Sp-TS-V\SP_TS_V_035.bmp,1,forged_Sp-TS-V,Sp-TS-V
SP_TT_O_111.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_111.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_SS_O_044.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_044.bmp,0,authentic_Au-SS-O,Au-SS-O
SP_SS_H_030.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_030.bmp,1,forged_Sp-SS-H,Sp-SS-H
SP_TT_O_104.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_104.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_O_004.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_004.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TT_H_021.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_021.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_TS_H_038.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_038.bmp,0,authentic_Au-TS-H,Au-TS-H
SP_TS_O_083.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_083.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TT_H_023.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_023.bmp,1,forged_Sp-TT-H,Sp-TT-H
AU_T_007.bmp,./data\ImSpliceDataset\Au-T\AU_T_007.bmp,0,authentic_Au-T,Au-T
SP_TS_O_085.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_085.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TS_H_048.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_048.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_SS_O_019.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_019.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_S_033.bmp,./data\ImSpliceDataset\Au-S\AU_S_033.bmp,0,authentic_Au-S,Au-S
SP_SS_O_001.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_001.bmp,1,forged_Sp-SS-O,Sp-SS-O
AU_TS_O_124.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_124.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_H_057.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_057.bmp,1,forged_Sp-TS-H,Sp-TS-H
SP_TT_V_003.bmp,./data\ImSpliceDataset\Sp-TT-V\SP_TT_V_003.bmp,1,forged_Sp-TT-V,Sp-TT-V
SP_S_022.bmp,./data\ImSpliceDataset\Sp-S\SP_S_022.bmp,1,forged_Sp-S,Sp-S
AU_SS_V_032.bmp,./data\ImSpliceDataset\Au-SS-V\AU_SS_V_032.bmp,0,authentic_Au-SS-V,Au-SS-V
SP_TS_O_095.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_095.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TT_H_056.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_056.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_TS_V_039.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_039.bmp,0,authentic_Au-TS-V,Au-TS-V
SP_S_021.bmp,./data\ImSpliceDataset\Sp-S\SP_S_021.bmp,1,forged_Sp-S,Sp-S
AU_SS_O_008.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_008.bmp,0,authentic_Au-SS-O,Au-SS-O
SP_TS_O_016.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_016.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TS_O_107.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_107.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_TS_H_088.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_088.bmp,0,authentic_Au-TS-H,Au-TS-H
SP_SS_O_005.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_005.bmp,1,forged_Sp-SS-O,Sp-SS-O
SP_TT_O_019.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_019.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TT_H_026.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_026.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_TT_O_072.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_072.bmp,0,authentic_Au-TT-O,Au-TT-O
AU_TS_H_042.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_042.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TS_O_003.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_003.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_V_004.bmp,./data\ImSpliceDataset\Sp-TS-V\SP_TS_V_004.bmp,1,forged_Sp-TS-V,Sp-TS-V
SP_TT_O_043.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_043.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_V_025.bmp,./data\ImSpliceDataset\Sp-TT-V\SP_TT_V_025.bmp,1,forged_Sp-TT-V,Sp-TT-V
SP_SS_H_039.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_039.bmp,1,forged_Sp-SS-H,Sp-SS-H
AU_TS_V_024.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_024.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_SS_O_020.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_020.bmp,0,authentic_Au-SS-O,Au-SS-O
SP_TS_H_028.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_028.bmp,1,forged_Sp-TS-H,Sp-TS-H
AU_TS_V_081.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_081.bmp,0,authentic_Au-TS-V,Au-TS-V
SP_TS_H_037.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_037.bmp,1,forged_Sp-TS-H,Sp-TS-H
SP_TS_O_028.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_028.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TS_O_125.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_125.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_SS_V_028.bmp,./data\ImSpliceDataset\Au-SS-V\AU_SS_V_028.bmp,0,authentic_Au-SS-V,Au-SS-V
SP_TT_O_066.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_066.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_SS_V_018.bmp,./data\ImSpliceDataset\Sp-SS-V\SP_SS_V_018.bmp,1,forged_Sp-SS-V,Sp-SS-V
AU_TS_O_176.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_176.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_H_017.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_017.bmp,1,forged_Sp-TS-H,Sp-TS-H
SP_TT_H_019.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_019.bmp,1,forged_Sp-TT-H,Sp-TT-H
AU_TT_H_060.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_060.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_T_080.bmp,./data\ImSpliceDataset\Au-T\AU_T_080.bmp,0,authentic_Au-T,Au-T
SP_SS_O_057.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_057.bmp,1,forged_Sp-SS-O,Sp-SS-O
AU_S_H_047.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_047.bmp,0,authentic_Au-SS-H,Au-SS-H
AU_TS_H_033.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_033.bmp,0,authentic_Au-TS-H,Au-TS-H
SP_T_124.bmp,./data\ImSpliceDataset\Sp-T\SP_T_124.bmp,1,forged_Sp-T,Sp-T
SP_TS_H_019.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_019.bmp,1,forged_Sp-TS-H,Sp-TS-H
AU_TT_H_042.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_042.bmp,0,authentic_Au-TT-H,Au-TT-H
SP_TS_O_117.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_117.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_S_012.bmp,./data\ImSpliceDataset\Au-S\AU_S_012.bmp,0,authentic_Au-S,Au-S
SP_TT_O_056.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_056.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TT_O_046.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_046.bmp,0,authentic_Au-TT-O,Au-TT-O
SP_SS_O_050.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_050.bmp,1,forged_Sp-SS-O,Sp-SS-O
SP_TS_O_187.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_187.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_T_048.bmp,./data\ImSpliceDataset\Au-T\AU_T_048.bmp,0,authentic_Au-T,Au-T
AU_SS_O_075.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_075.bmp,0,authentic_Au-SS-O,Au-SS-O
SP_TT_O_135.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_135.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TS_O_059.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_059.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_TS_H_055.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_055.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TT_H_011.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_011.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_TS_H_054.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_054.bmp,0,authentic_Au-TS-H,Au-TS-H
SP_TS_O_054.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_054.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TS_V_093.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_093.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_S_013.bmp,./data\ImSpliceDataset\Au-S\AU_S_013.bmp,0,authentic_Au-S,Au-S
SP_TT_O_064.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_064.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TS_H_061.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_061.bmp,1,forged_Sp-TS-H,Sp-TS-H
AU_TS_O_022.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_022.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_SS_O_050.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_050.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_TT_H_024.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_024.bmp,0,authentic_Au-TT-H,Au-TT-H
SP_SS_O_070.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_070.bmp,1,forged_Sp-SS-O,Sp-SS-O
AU_TS_O_084.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_084.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TT_O_141.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_141.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_H_042.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_042.bmp,1,forged_Sp-TT-H,Sp-TT-H
AU_S_031.bmp,./data\ImSpliceDataset\Au-S\AU_S_031.bmp,0,authentic_Au-S,Au-S
AU_TS_O_157.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_157.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_H_001.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_001.bmp,1,forged_Sp-TS-H,Sp-TS-H
SP_TT_O_112.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_112.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TS_O_023.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_023.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_TS_O_168.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_168.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_SS_H_018.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_018.bmp,1,forged_Sp-SS-H,Sp-SS-H
SP_S_019.bmp,./data\ImSpliceDataset\Sp-S\SP_S_019.bmp,1,forged_Sp-S,Sp-S
SP_TT_O_100.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_100.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TT_O_022.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_022.bmp,0,authentic_Au-TT-O,Au-TT-O
SP_S_037.bmp,./data\ImSpliceDataset\Sp-S\SP_S_037.bmp,1,forged_Sp-S,Sp-S
SP_SS_O_006.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_006.bmp,1,forged_Sp-SS-O,Sp-SS-O
AU_T_106.bmp,./data\ImSpliceDataset\Au-T\AU_T_106.bmp,0,authentic_Au-T,Au-T
AU_TT_V_026.bmp,./data\ImSpliceDataset\Au-TT-V\AU_TT_V_026.bmp,0,authentic_Au-TT-V,Au-TT-V
AU_T_126.bmp,./data\ImSpliceDataset\Au-T\AU_T_126.bmp,0,authentic_Au-T,Au-T
AU_TS_H_085.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_085.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TS_O_146.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_146.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TT_O_108.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_108.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_V_034.bmp,./data\ImSpliceDataset\Sp-TT-V\SP_TT_V_034.bmp,1,forged_Sp-TT-V,Sp-TT-V
SP_SS_O_018.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_018.bmp,1,forged_Sp-SS-O,Sp-SS-O
AU_S_H_044.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_044.bmp,0,authentic_Au-SS-H,Au-SS-H
SP_T_113.bmp,./data\ImSpliceDataset\Sp-T\SP_T_113.bmp,1,forged_Sp-T,Sp-T
SP_TT_O_171.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_171.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TS_V_039.bmp,./data\ImSpliceDataset\Sp-TS-V\SP_TS_V_039.bmp,1,forged_Sp-TS-V,Sp-TS-V
AU_TS_O_113.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_113.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_TT_O_083.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_083.bmp,0,authentic_Au-TT-O,Au-TT-O
SP_TT_H_044.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_044.bmp,1,forged_Sp-TT-H,Sp-TT-H
AU_TS_V_084.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_084.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_TT_O_016.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_016.bmp,0,authentic_Au-TT-O,Au-TT-O
AU_S_004.bmp,./data\ImSpliceDataset\Au-S\AU_S_004.bmp,0,authentic_Au-S,Au-S
SP_S_025.bmp,./data\ImSpliceDataset\Sp-S\SP_S_025.bmp,1,forged_Sp-S,Sp-S
SP_T_071.bmp,./data\ImSpliceDataset\Sp-T\SP_T_071.bmp,1,forged_Sp-T,Sp-T
AU_S_H_010.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_010.bmp,0,authentic_Au-SS-H,Au-SS-H
AU_TS_V_099.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_099.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_S_039.bmp,./data\ImSpliceDataset\Au-S\AU_S_039.bmp,0,authentic_Au-S,Au-S
SP_TS_O_093.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_093.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_SS_H_042.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_042.bmp,1,forged_Sp-SS-H,Sp-SS-H
SP_TT_H_018.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_018.bmp,1,forged_Sp-TT-H,Sp-TT-H
SP_TS_H_026.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_026.bmp,1,forged_Sp-TS-H,Sp-TS-H
AU_TS_V_055.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_055.bmp,0,authentic_Au-TS-V,Au-TS-V
SP_T_070.bmp,./data\ImSpliceDataset\Sp-T\SP_T_070.bmp,1,forged_Sp-T,Sp-T
AU_TS_O_056.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_056.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_O_061.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_061.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TT_O_021.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_021.bmp,0,authentic_Au-TT-O,Au-TT-O
AU_TS_O_159.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_159.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TT_O_073.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_073.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TT_O_073.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_073.bmp,0,authentic_Au-TT-O,Au-TT-O
